OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	taxonomy
OTU112	10	16	0	0	0	0	0	7	2	65	49	86	63%|Sebacinales_sp|SH210227.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_unidentified;g_Sebacinales_unidentified_1
OTU113	0	0	0	199	74	75	0	0	0	38	18	101	3%|Helvella_aff_sulcata_UC_1999240|SH237534.06FUk_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Helvellaceae;g_Helvella
OTU114	0	0	0	6	26	33	0	0	0	8	77	78	100%|Monascus_purpureus|SH234081.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Incertae_sedis_18;f_Monascaceae;g_Monascus
OTU115	119	41	84	0	0	0	5	0	9	0	0	0	100%|Ascomycota_sp|SH199488.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU116	144	185	151	0	0	0	31	40	21	0	0	0	98%|Ascomycota_sp|SH216546.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU117	110	63	42	2	0	0	0	2	0	0	6	0	100%|Metarhizium_pinghaense|SH201724.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Clavicipitaceae;g_Metarhizium
OTU118	0	0	32	0	0	0	24	19	14	48	37	61	75%|Phialosimplex_chlamydosporus|SH213237.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Phialosimplex
OTU119	0	0	4	42	19	75	7	6	7	22	36	0	100%|Thermomyces_lanuginosus|SH198685.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Incertae_sedis_27;g_Thermomyces
OTU120	1	41	39	0	0	0	67	56	69	0	0	0	99%|Acremonium_alcalophilum|SH219650.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Acremonium
OTU121	88	23	18	0	0	0	68	0	43	0	0	0	65%|Myrmecridium_schulzeri|SH189850.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Incertae_sedis_7;f_Incertae_sedis_31;g_Myrmecridium
OTU122	14	21	26	0	0	0	10	37	33	55	21	15	100%|Aphanoascus_cinnabarinus|SH225853.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Onygenaceae;g_Aphanoascus
OTU123	37	80	127	0	0	0	9	7	2	6	0	2	80%|Boothiomyces_macroporosum|SH199224.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Rhizophydiales;f_Terramycetaceae;g_Boothiomyces
OTU124	19	57	36	0	0	0	48	1	18	11	0	0	100%|Microascaceae_sp|SH230143.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascaceae;g_Microascaceae_unidentified
OTU125	0	0	0	72	60	18	1	0	0	13	15	13	14%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU126	79	50	63	0	0	0	0	0	0	0	0	0	29%|Fungi_sp|SH226963.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU127	1	0	0	0	0	0	0	0	0	63	43	76	0%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU128	0	0	0	0	0	0	54	95	24	0	0	0	13%|Ascomycota_sp|SH222046.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU129	0	9	0	0	0	0	42	84	36	5	0	15	32%|Stachybotrys_sp|SH227389.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Stachybotrys
OTU130	28	68	76	0	0	0	6	0	2	0	0	0	20%|Spizellomyces_sp|SH236842.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Spizellomycetales;f_Spizellomycetaceae;g_Spizellomyces
OTU131	0	0	0	0	0	36	0	0	0	0	0	142	4%|Sebacinales_Group_B_sp|SH203727.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_Group_B;g_Sebacinales_Group_B_unidentified
OTU132	1102	800	1078	10	45	51	898	1317	898	922	589	791	100%|Chaetomiaceae_sp|SH234920.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Chaetomiaceae_unidentified
OTU133	10	53	44	0	17	0	9	6	9	10	7	14	36%|Penicillium_sp|SH213240.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Penicillium
OTU134	72	28	35	0	0	0	6	10	12	0	0	11	84%|Rhizophlyctis_rosea|SH220579.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Rhizophlyctidales;f_Rhizophlyctidaceae;g_Rhizophlyctis
OTU135	1	0	0	119	0	204	0	0	0	13	0	2	4%|Massaria_conspurcata|SH237426.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Pyrenulales;f_Massariaceae;g_Massaria
OTU136	0	0	0	0	0	0	59	17	91	0	0	0	60%|Phialemonium_globosum|SH208185.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Cephalothecaceae;g_Phialemonium
OTU137	78	52	37	0	0	0	9	1	7	2	4	3	2%|Derxomyces_hainanensis|SH197670.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU138	43	31	90	0	0	0	0	0	0	0	0	0	3%|Candida_kanchanaburiensis|SH213735.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Incertae_sedis_11;g_Candida
OTU139	0	0	0	0	0	0	0	0	0	66	66	34	72%|Sordariales_sp|SH195272.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU140	7	47	18	0	0	0	51	78	44	0	0	0	71%|Podospora_sp|SH223422.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Podospora
OTU141	25	14	28	0	0	0	0	9	0	52	111	29	100%|Aspergillus_cibarius|SH236881.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Aspergillus
OTU142	0	0	0	0	0	43	0	34	9	34	46	0	25%|Spizellomyces_sp|SH229712.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Spizellomycetales;f_Spizellomycetaceae;g_Spizellomyces
OTU143	6	27	30	0	0	0	0	0	10	100	15	131	82%|Arnium_sp|SH195269.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Arnium
OTU144	0	0	0	0	0	0	73	30	50	0	0	0	7%|Parasympodiella_elongata|SH222247.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Parasympodiella
OTU145	0	0	0	0	41	22	0	0	0	40	34	95	16%|Apiosordaria_backusii|SH234972.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Apiosordaria
OTU146	0	5	3	10	40	12	3	6	1	62	5	13	72%|Alternaria_eichhorniae|SH224789.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporaceae;g_Alternaria
OTU147	43	39	34	0	0	0	9	19	6	0	0	0	39%|Fungi_sp|SH235191.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU148	59	148	71	0	0	0	1	0	0	0	0	0	19%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU149	9	0	12	52	0	29	4	15	17	0	0	0	3%|Tomentella_stuposa|SH202731.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Thelephoraceae;g_Tomentella
OTU150	33	18	24	12	4	0	15	21	1	7	6	17	73%|Ascomycota_sp|SH233666.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU151	33	25	34	0	0	0	16	12	16	0	4	0	97%|Mortierella_sarnyensis|SH228364.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU152	0	19	0	7	0	0	10	8	0	71	3	31	100%|Ascomycota_sp|SH234921.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU153	56	108	56	0	0	0	1	0	3	6	0	0	88%|Thielavia_terricola|SH234936.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Thielavia
OTU154	37	19	30	14	0	0	0	11	5	6	14	0	100%|Phaeosphaeria_sp_HKA27|SH196236.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Phaeosphaeria
OTU155	52	9	66	0	0	0	54	28	38	0	0	0	17%|Naumovozyma_sp_QMW_2012|SH236489.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Naumovozyma
OTU156	26	18	33	1	0	2	48	25	16	0	0	0	19%|Sordariomycetes_sp|SH237144.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU157	17	28	104	0	0	0	13	72	13	3	0	6	1%|Mycosphaerella_pseudomarksii|SH220695.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Mycosphaerellaceae;g_Mycosphaerella
OTU158	32	28	45	0	0	0	6	0	28	0	0	0	5%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU159	1	0	0	2	125	0	0	0	0	0	0	0	3%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU160	0	0	0	24	120	0	0	0	0	0	0	0	88%|Fungi_sp|SH190933.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU161	16	9	0	0	42	0	0	0	0	21	24	9	29%|Helotiales_sp|SH228820.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU162	8	0	0	0	0	0	0	0	3	39	32	46	100%|Ascomycota_sp|SH195270.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU163	0	0	0	63	0	0	0	0	0	29	27	0	92%|Thelephoraceae_sp|SH219854.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Thelephoraceae;g_Thelephoraceae_unidentified
OTU164	42	19	9	0	0	0	0	0	0	10	0	38	98%|Lasiosphaeriaceae_sp|SH238403.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Lasiosphaeriaceae_unidentified
OTU165	54	0	0	0	0	0	0	33	7	23	0	0	18%|Ramicandelaber_sp_HMH_2010a|SH237136.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU166	23	0	0	14	39	0	0	7	0	16	16	0	48%|Cylindrosympodium_sp|SH237276.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Venturiaceae_1;g_Cylindrosympodium
OTU167	0	0	0	0	0	1	42	31	47	0	5	0	39%|Fusarium_delphinoides|SH223633.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Fusarium
OTU168	11	29	44	4	26	0	0	0	0	1	8	4	11%|Fungi_sp|SH241018.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU169	0	0	0	0	53	59	0	0	0	0	0	0	6%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU170	0	0	0	121	0	0	0	0	0	0	0	0	6%|Chaetothyriales_sp|SH228270.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Chaetothyriales_unidentified;g_Chaetothyriales_unidentified_1
OTU171	0	0	0	52	0	25	0	6	0	38	0	0	9%|Archaeorhizomyces_sp|SH240525.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales;f_Archaeorhizomycetaceae;g_Archaeorhizomyces
OTU172	0	0	25	0	0	38	13	20	0	0	16	39	100%|Cryptococcus_sp|SH223310.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Filobasidiales;f_Filobasidiaceae;g_Cryptococcus
OTU173	0	0	0	41	32	26	0	0	0	0	10	0	65%|Trechisporales_sp|SH216267.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Trechisporales;f_Trechisporales_unidentified;g_Trechisporales_unidentified_1
OTU174	2	2	0	0	0	17	1	0	1	42	26	62	19%|Herpotrichiellaceae_sp|SH211543.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Herpotrichiellaceae_unidentified
OTU175	0	37	23	0	0	0	0	2	7	0	49	0	45%|Retroconis_fusiformis|SH234970.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Retroconis
OTU176	0	2	0	70	58	28	0	0	0	0	28	28	70%|Ascomycota_sp|SH235673.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU177	0	0	0	31	25	0	0	0	0	24	0	25	51%|Engyodontium_album|SH196327.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Engyodontium
OTU178	6	82	88	0	0	0	19	26	13	8	0	0	19%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU179	12	66	25	0	0	0	0	0	0	0	0	0	13%|Eucasphaeria_capensis|SH230370.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Incertae_sedis_7;f_Incertae_sedis_31;g_Eucasphaeria
OTU180	26	34	43	0	0	0	0	0	0	0	0	0	100%|Diatrypaceae_sp|SH227086.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Diatrypaceae;g_Diatrypaceae_unidentified
OTU181	63	21	46	0	0	0	10	6	4	7	0	0	96%|Trichosphaeriales_sp|SH237073.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Trichosphaeriales;f_Incertae_sedis_26;g_Incertae_sedis_26_unidentified
OTU182	41	8	21	0	0	0	28	16	18	0	11	0	79%|Microdochium_sp_E9023a|SH216936.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Incertae_sedis_9;g_Microdochium
OTU183	0	0	123	0	0	0	89	23	60	0	0	0	5%|Venturiaceae_sp|SH232828.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae;g_Venturiaceae_unidentified
OTU184	21	18	38	13	0	0	3	3	9	0	0	0	61%|Sordariomycetes_sp|SH216771.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU185	48	37	60	17	0	2	9	20	8	0	0	0	45%|Pleosporales_sp|SH196235.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporales_unidentified;g_Pleosporales_unidentified_1
OTU186	7	3	11	7	4	5	11	15	6	12	34	27	41%|Ascomycota_sp|SH211670.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU187	0	0	0	0	0	0	51	21	39	0	0	0	1%|Hysterangium_pompholyx|SH228795.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Hysterangiales;f_Hysterangiaceae;g_Hysterangium
OTU188	4	3	49	0	0	0	5	74	2	0	0	12	100%|Fungi_sp|SH190172.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU189	22	14	55	0	0	0	6	3	1	0	0	0	82%|Fungi_sp|SH230936.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU190	12	0	0	0	0	58	0	0	0	0	12	18	16%|Sebacinales_sp|SH203752.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_unidentified;g_Sebacinales_unidentified_1
OTU191	0	0	11	0	30	17	4	10	2	0	0	21	100%|Stachybotrys_microspora|SH227378.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Stachybotrys
OTU192	12	10	35	0	0	0	16	18	13	0	0	0	7%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU193	12	74	11	0	0	0	4	0	0	0	0	0	9%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU194	0	0	0	47	0	14	0	1	8	17	8	0	98%|Tremellomycetes_sp|SH219359.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellomycetes_unidentified;f_Tremellomycetes_unidentified_1;g_Tremellomycetes_unidentified_1
OTU195	0	16	9	0	0	0	24	16	8	41	46	70	71%|Chaetomium_globosum|SH234916.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Chaetomium
OTU196	0	0	0	32	0	17	0	0	0	0	20	20	3%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU197	21	46	16	0	0	0	6	3	8	0	0	0	30%|Synchytrium_endobioticum|SH234051.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Chytridiales;f_Synchytriaceae;g_Synchytrium
OTU198	0	0	0	1	23	68	0	0	0	0	0	0	11%|Capronia_parasitica|SH221598.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Capronia
OTU199	0	0	0	0	68	0	0	0	0	0	0	20	61%|Sebacinaceae_sp|SH217702.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU200	0	5	0	0	0	62	10	3	4	0	1	21	23%|Lasiosphaeriaceae_sp|SH223698.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Lasiosphaeriaceae_unidentified
OTU201	34	51	0	0	0	0	0	0	0	0	0	0	14%|Antherospora_scillae|SH232317.06FUk_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Urocystidales;f_Floromycetaceae;g_Antherospora
OTU202	3	48	28	0	0	0	0	6	2	0	0	0	2%|Helotiales_sp|SH203855.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU203	7	1	0	9	12	17	0	0	0	9	17	15	100%|Chaetomium_aureum|SH221745.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Chaetomium
OTU204	0	0	0	0	0	0	0	0	0	0	72	21	78%|Oidiodendron_sp|SH217770.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Incertae_sedis_8;f_Myxotrichaceae;g_Oidiodendron
OTU205	0	0	0	32	25	20	0	0	0	18	13	45	86%|Suillus_pseudobrevipes|SH190949.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Boletales;f_Suillaceae;g_Suillus
OTU206	10	0	10	0	68	0	17	15	20	0	23	0	100%|Helotiales_sp|SH228824.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU207	0	0	0	0	0	0	0	0	0	0	30	70	27%|Parasympodiella_elongata|SH222247.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Parasympodiella
OTU208	33	19	16	0	0	0	6	0	6	0	0	0	99%|Viridispora_sp|SH206823.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Viridispora
OTU209	0	1	3	60	0	0	9	6	12	0	0	0	95%|Penidiella_sp_HEY_1|SH230645.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Penidiella
OTU210	0	0	0	0	78	0	0	0	0	0	0	0	15%|Hypocreales_sp|SH217380.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreales_unidentified;g_Hypocreales_unidentified_1
OTU211	18	19	0	0	32	35	22	17	34	39	43	21	100%|Staphylotrichum_sp_Amy_4|SH234940.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Staphylotrichum
OTU212	0	0	0	0	65	0	0	0	0	10	0	0	100%|Chloridium_sp_GHJ_3|SH234445.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Chaetosphaeriales;f_Chaetosphaeriaceae;g_Chloridium
OTU213	0	0	0	0	0	0	15	29	32	0	0	0	3%|Synchytrium_endobioticum|SH234051.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Chytridiales;f_Synchytriaceae;g_Synchytrium
OTU214	0	0	0	0	6	22	8	11	14	12	10	25	15%|Chytridiomycota_sp|SH233268.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU215	0	0	0	20	0	0	0	0	0	49	27	40	16%|Rickenella_fibula|SH201024.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Hymenochaetales;f_Repetobasidiaceae;g_Rickenella
OTU216	0	43	14	20	0	0	0	0	0	0	0	0	100%|Acremonium_alternatum|SH240374.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Acremonium
OTU217	50	15	19	0	0	0	0	0	0	0	0	0	100%|Cladorrhinum_bulbillosum|SH230735.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Cladorrhinum
OTU218	10	8	8	0	0	0	5	9	0	32	0	0	42%|Stachybotrys_sp|SH222253.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Stachybotrys
OTU219	210	187	150	0	0	0	26	39	39	19	0	12	60%|Hypocreales_sp|SH219641.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Incertae_sedis_3_unidentified
OTU220	15	16	44	0	0	0	0	0	0	0	0	0	6%|Rhodotorula_lamellibrachiae|SH227552.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Sporidiobolales;f_Incertae_sedis_25;g_Rhodotorula
OTU221	11	0	0	0	7	23	0	0	2	0	12	28	100%|Aspergillus_subversicolor|SH206402.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Aspergillus
OTU222	0	3	0	0	0	0	12	1	0	20	10	25	54%|Fungi_sp|SH195212.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU223	53	41	52	15	28	0	6	20	9	10	20	19	61%|Hypocreales_sp|SH233673.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreales_unidentified;g_Hypocreales_unidentified_1
OTU224	0	0	0	89	0	1	0	0	0	0	0	0	8%|Minimedusa_sp|SH221764.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Incertae_sedis_24;g_Minimedusa
OTU225	0	0	0	71	0	0	0	0	0	0	0	0	12%|Amanita_sp|SH240738.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Amanitaceae;g_Amanita
OTU226	1	0	0	0	65	0	0	0	0	0	0	0	53%|Lecythophora_sp_olrim15|SH230674.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Coniochaetales;f_Coniochaetaceae;g_Lecythophora
OTU227	0	15	33	0	21	0	0	0	0	0	0	0	63%|Cephalotheca_sulfurea|SH208187.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Cephalothecaceae;g_Cephalotheca
OTU228	0	0	0	44	0	23	0	0	0	0	0	0	2%|Acaulospora_nivalis|SH195301.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Acaulospora
OTU229	0	0	0	0	0	0	0	0	19	28	0	26	6%|Chaetothyriales_sp|SH228270.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Chaetothyriales_unidentified;g_Chaetothyriales_unidentified_1
OTU230	0	0	0	0	68	0	0	0	0	0	0	0	2%|Tothia_fuscella|SH195931.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Microthyriales;f_Microthyriaceae;g_Tothia
OTU231	17	6	9	0	0	0	9	8	5	0	15	0	17%|Trichocladium_asperum|SH234966.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Trichocladium
